RamanShift	Intensity
1631	135.4742
1632	151.1574
1633	152.3418
1634	142.5732
1635	128.1607
1636	129.6816
1637	149.7231
1638	173.5547
1639	191.6783
1640	196.2086
1641	200.1046
1642	209.7524
1643	207.9233
1644	192.9853
1645	173.8443
1646	158.135
1647	152.6545
1648	156.3915
1649	166.1641
1650	178.3478
1651	188.4935
1652	195.3564
1653	197.0369
1654	196.7415
1655	191.9624
1656	185.6863
1657	188.1924
1658	198.4045
1659	206.9479
1660	215.8266
1661	226.7028
1662	227.7913
1663	218.8148
1664	220.1086
1665	224.6517
1666	217.3769
1667	200.5956
1668	180.1781
1669	170.8767
1670	178.5394
1671	190.2156
1672	195.6151
1673	180.4627
1674	171.3377
1675	183.077
1676	192.3921
1677	193.3082
1678	185.6964
1679	178.5333
1680	183.5989
1681	191.9322
1682	198.0485
1683	198.0854
1684	196.0762
1685	206.2701
1686	215.9216
1687	215.5383
1688	219.8949
1689	228.7523
1690	228.9691
1691	221.8056
1692	213.7997
1693	214.273
1694	226.654
1695	232.5343
1696	227.6561
1697	216.0963
1698	211.5514
1699	227.2725
1700	242.6602
1701	247.4235
1702	249.2829
1703	251.7607
1704	267.0623
1705	276.7493
1706	269.433
1707	259.8404
1708	253.9561
1709	254.6702
1710	255.9724
1711	247.1845
1712	245.5397
1713	257.2207
1714	271.1205
1715	285.42
1716	307.1515
1717	320.4589
1718	317.1259
1719	308.666
1720	298.8054
1721	288.2824
1722	277.1166
1723	262.7749
1724	249.8227
1725	241.1908
1726	237.1756
1727	233.7266
1728	216.3093
1729	201.2145
1730	199.8834
1731	209.1985
1732	222.1129
1733	220.811
1734	214.8567
1735	219.4914
1736	210.2257
1737	184.8633
1738	172.5547
1739	172.9991
1740	167.4107
1741	172.4478
1742	191.0613
1743	209.8476
1744	220.5099
1745	227.3203
1746	222.5878
1747	208.0954
1748	192.9728
1749	183.6655
1750	175.8381
1751	168.8913
1752	156.3516
1753	146.8062
1754	143.9559
1755	142.9804
1756	144.811
1757	150.3968
1758	142.4032
1759	115.3774
1760	105.0735
1761	113.7712
1762	113.1238
1763	111.2215
1764	112.4364
