RamanShift	Intensity
1162	58.86039
1163	52.23447
1164	43.36215
1165	41.52192
1166	44.81482
1167	40.02579
1168	32.73316
1169	34.89937
1170	40.59721
1171	36.07704
1172	29.75685
1173	33.53359
1174	40.59618
1175	42.17334
1176	41.38483
1177	41.72522
1178	39.94621
1179	34.15549
1180	34.72741
1181	47.55802
1182	54.18919
1183	44.10322
1184	35.17206
1185	35.86504
1186	42.18589
1187	52.26907
1188	58.06851
1189	57.95371
1190	64.93148
1191	78.02859
1192	88.67741
1193	95.23372
1194	104.3865
1195	115.8898
1196	134.7542
1197	156.4575
1198	181.3675
1199	198.8521
1200	208.4373
1201	211.8262
1202	226.8451
1203	236.5396
1204	231.5484
1205	224.9633
1206	229.7186
1207	237.5976
1208	244.2686
1209	248.1966
1210	247.9153
1211	247.8373
1212	249.7193
1213	253.7444
1214	258.7275
1215	260.0735
1216	257.7249
1217	255.7864
1218	258.651
1219	275.1148
1220	297.8956
1221	309.8015
1222	315.3015
1223	333.2083
1224	351.3559
1225	362.7268
1226	370.2221
1227	383.3026
1228	389.4542
1229	382.7983
1230	386.5213
1231	414.2287
1232	439.3866
1233	449.6689
1234	460.7251
1235	474.453
1236	495.0665
1237	516.9351
1238	534.8394
1239	543.1861
1240	549.0982
1241	552.3404
1242	562.7834
1243	576.1675
1244	587.9294
1245	601.2133
1246	624.6722
1247	646.5468
1248	659.954
1249	667.9687
1250	676.7021
1251	673.6238
1252	655.5928
1253	625.3474
1254	590.1381
1255	564.5206
1256	557.8878
1257	560.573
1258	568.489
1259	562.0269
1260	546.0873
1261	538.9504
1262	538.2245
1263	532.6753
1264	526.8497
1265	517.3303
1266	520.8956
1267	548.5548
1268	578.0822
1269	592.0587
1270	601.4133
1271	609.979
1272	601.4044
1273	575.2367
1274	560.115
1275	563.0468
1276	560.099
1277	553.315
1278	551.6296
1279	552.7974
1280	547.9188
1281	539.8818
1282	532.2935
1283	524.6547
1284	513.3772
1285	509.0943
1286	516.5109
1287	531.5944
1288	548.5225
1289	563.8214
1290	573.16
1291	583.8766
1292	592.7339
1293	593.4587
1294	585.6559
1295	579.8219
1296	576.373
1297	572.9134
1298	571.5599
1299	570.9247
1300	573.2699
1301	579.1423
1302	581.3298
1303	575.2045
1304	562.6181
1305	546.6459
1306	527.9355
1307	512.0225
1308	497.678
1309	491.5595
1310	495.3922
1311	509.9537
1312	527.0306
1313	538.6708
1314	540.3792
1315	529.249
1316	511.8446
1317	496.9775
1318	494.2606
1319	488.7213
1320	473.669
1321	467.0495
1322	474.3347
1323	481.1627
1324	484.583
1325	489.4571
1326	491.7157
1327	485.8113
1328	476.684
1329	475.6602
1330	476.5746
1331	472.2848
1332	464.2697
1333	453.7718
1334	446.5516
1335	446.7018
1336	451.6794
1337	460.397
1338	473.6997
1339	486.7552
1340	496.7349
1341	498.5743
1342	497.1726
1343	488.4124
1344	472.5659
1345	460.9443
1346	463.5073
1347	472.7791
1348	482.1425
1349	498.3008
1350	518.4259
1351	537.4448
1352	546.7493
1353	545.6751
1354	533.0404
1355	517.8647
1356	504.8969
1357	497.9997
1358	495.6428
1359	491.0902
1360	484.8753
1361	476.2164
1362	471.2427
1363	472.7709
1364	477.5987
1365	482.318
1366	480.3126
1367	470.5139
1368	456.7676
1369	443.3704
1370	433.9146
1371	426.1987
1372	412.9082
1373	405.9771
1374	410.2474
1375	419.2592
1376	428.9041
1377	442.0501
1378	451.459
1379	445.1295
1380	425.9982
1381	412.2435
1382	401.5061
1383	385.0867
1384	374.6597
1385	374.659
1386	375.4957
1387	371.5434
1388	379.0035
1389	396.8274
1390	401.0442
1391	391.731
1392	391.5097
1393	395.9793
1394	395.8534
1395	394.0269
1396	393.0294
1397	393.9832
1398	397.5191
1399	399.4611
1400	398.3008
1401	397.9684
1402	401.2667
1403	414.1017
1404	431.0424
1405	443.2922
1406	451.2897
1407	461.4677
1408	473.1997
1409	489.0422
1410	498.6523
1411	498.1448
1412	497.5066
1413	498.4319
1414	499.1829
1415	499.5362
1416	498.0223
1417	500.6099
1418	514.7252
1419	528.3348
1420	530.6227
1421	536.1729
1422	549.1835
1423	554.1443
1424	548.9738
1425	551.3813
1426	557.7418
1427	555.836
1428	551.6229
1429	555.4634
1430	557.7247
1431	551.3495
1432	549.5733
1433	557.1312
1434	560.8878
1435	560.3447
1436	570.3502
1437	582.5276
1438	578.9951
1439	568.7499
1440	567.2973
1441	570.3628
1442	575.356
1443	579.6404
1444	581.5285
1445	586.1038
1446	593.0396
1447	600.9241
1448	607.2383
1449	610.033
1450	617.7679
1451	639.8491
1452	665.8284
1453	686.8198
1454	706.4587
1455	720.5797
1456	735.6233
1457	741.0126
1458	728.9755
1459	701.5137
1460	671.8529
1461	644.9333
1462	625.2946
1463	602.1675
1464	575.9001
1465	559.0885
1466	558.7443
1467	567.3472
1468	573.1448
1469	552.2691
1470	517.6877
1471	486.9976
1472	459.154
1473	437.7919
1474	413.9879
1475	392.205
1476	376.0468
1477	371.8846
1478	374.2783
1479	373.04
1480	350.0876
1481	322.9264
1482	306.173
1483	285.1936
1484	259.1933
1485	228.6017
1486	201.5344
1487	173.947
1488	157.9419
1489	148.5673
1490	143.9268
1491	135.1878
1492	127.894
1493	123.9101
1494	122.0428
1495	121.4302
1496	116.4555
1497	109.683
1498	104.5305
1499	100.0134
1500	95.09629
1501	85.04692
1502	70.40649
1503	55.29082
1504	47.03853
1505	47.89189
1506	56.02044
1507	60.35549
1508	59.36272
1509	51.73084
1510	42.71799
1511	37.16931
1512	34.02125
1513	37.58646
1514	51.20871
1515	72.33452
1516	96.76561
1517	119.0772
1518	136.2621
1519	138.9213
1520	125.661
1521	112.5378
1522	104.4859
1523	99.84332
1524	98.62994
1525	94.564
1526	92.1762
1527	92.68737
1528	92.27515
1529	89.60149
1530	86.1432
1531	80.36424
1532	66.95325
1533	54.98981
1534	51.63404
1535	57.39215
1536	69.33894
1537	81.67277
1538	89.51962
1539	94.49457
1540	96.2634
1541	104.9599
1542	104.1338
1543	83.92096
1544	69.77649
1545	75.3635
1546	91.21513
1547	111.3346
1548	125.5996
1549	131.9575
1550	138.6305
1551	144.5992
1552	151.885
1553	146.3324
1554	127.4294
1555	112.1021
1556	106.9659
1557	108.9822
1558	112.7957
1559	106.4147
1560	108.0971
1561	123.2447
1562	136.659
1563	140.5031
1564	134.5162
1565	119.48
1566	101.7177
1567	92.41985
1568	97.76854
1569	106.481
1570	114.6758
1571	131.5193
1572	148.1005
1573	155.9996
1574	155.5931
1575	154.4678
1576	148.6595
1577	140.7762
1578	138.1435
1579	145.2788
1580	162.5778
1581	183.3358
1582	200.9445
1583	205.4014
1584	194.4132
1585	183.6533
1586	176.7751
1587	161.7061
1588	149.4008
1589	148.6337
1590	156.83
1591	166.5806
1592	178.2436
1593	185.8617
1594	182.1293
1595	169.5941
1596	164.0161
1597	153.9051
1598	132.2708
1599	118.4389
1600	120.4156
1601	119.0479
1602	117.1035
1603	119.7682
1604	127.9937
1605	140.2433
1606	149.8194
1607	151.0573
1608	141.4672
1609	126.855
1610	123.7147
1611	126.1802
1612	123.2667
1613	121.1454
1614	122.4489
1615	131.8833
1616	145.0345
1617	150.5833
1618	148.9839
1619	147.0132
1620	142.7884
1621	137.5397
1622	130.0844
1623	123.1413
1624	118.6928
1625	118.6165
1626	120.0862
1627	125.7136
1628	134.6343
1629	146.7879
1630	154.5116
1631	146.9699
1632	130.2328
1633	118.4095
1634	109.4977
1635	103.5478
1636	92.56036
1637	80.40188
1638	70.88173
1639	72.85647
1640	89.06706
1641	105.0065
1642	110.4062
1643	114.5534
1644	117.478
1645	123.9764
1646	127.9876
1647	125.7638
1648	117.2607
1649	106.9387
1650	106.6707
1651	117.8115
1652	131.2393
1653	139.2794
1654	134.9783
1655	126.902
1656	120.0768
1657	107.3279
1658	96.80318
1659	98.31037
1660	103.7117
1661	101.6251
1662	108.9386
1663	125.7876
1664	136.4471
1665	139.518
1666	145.2129
1667	146.1027
1668	141.1098
1669	141.7121
1670	145.772
1671	132.6867
1672	112.2941
1673	99.95921
1674	90.31213
1675	81.75443
1676	80.96482
1677	88.49621
1678	94.85333
1679	102.5012
1680	113.1984
1681	120.4439
1682	121.2268
1683	120.1395
1684	117.2358
1685	111.2865
1686	115.275
1687	136.3043
1688	157.1604
1689	168.69
1690	178.1129
1691	182.3687
1692	187.9217
1693	184.2189
1694	169.4317
1695	150.5772
1696	136.8684
1697	133.4807
1698	141.0273
1699	150.7616
